freq (MHz);s11 (dB);real Z_in (Ohm); imag Z_in (Ohm)
3336;-3.013409477335999;58.93031107181697;108.1177708604221
3340;-3.009934596526972;59.04692772062222;108.3029356784064
3344;-3.006486779089755;59.16174366975653;108.4860202213539
3348;-3.003062559065199;59.27459005147444;108.6669719037432
3352;-2.999657559403474;59.38528467145614;108.8457514365089
3356;-2.996266475447444;59.49363311193189;109.0223344528458
3360;-2.992883067193405;59.5994300175109;109.196713043249
3364;-2.989500160696561;59.70246055676779;109.3688971792512
3368;-2.986109658920388;59.80250205024384;109.5389160057458
3372;-2.982702562256368;59.89932575311731;109.706818982484
3376;-2.979268998861659;59.99269877843243;109.8726768563676
3380;-2.975798264879447;60.08238614448403;110.0365824474782
3384;-2.972278874517514;60.16815292779379;110.1986512334426
3388;-2.968698619868114;60.24976650114472;110.3590217186925
3392;-2.965044640255885;60.32699883434298;110.5178555773616
3396;-2.961303500800209;60.39962883392479;110.675337561091
3400;-2.957461279775989;60.46744469678401;110.8316751656682
3404;-2.953503664253648;60.53024625187746;110.9870980532963
3408;-2.94941605339369;60.58784726366699;111.1418572302999
3412;-2.945183668668331;60.64007767084541;111.2962239830928
3416;-2.940791670180414;60.68678573421547;111.4504885783407
3420;-2.936225278152266;60.7278400682762;111.6049587362436
3424;-2.931469898563244;60.76313153215101;111.7599578887916
3428;-2.926511251828253;60.79257495695597;111.915823237599
3432;-2.921335503331917;60.81611068850923;112.0729036284396
3436;-2.915929394562786;60.83370592635561;112.2315572618998
3440;-2.910280373538305;60.84535584248664;112.3921492614806
3444;-2.904376723162953;60.85108446564141;112.5550491221699
3448;-2.898207686137175;60.8509453198326;112.7206280636878
